幹,1
一下子爆發,1
一下子爆發的一連串,1
一巴掌,1
一再,1
一再叮囑,1
一拳,1
一般殺人罪,1
一陣狂風,1
一陣緊張,1
一掌,1
一團糟,1
一摑,1
一點點,1
一蹶不振,1
人事不省,1
人為,1
人為的,1
入迷,1
入迷的,1
入迷的人,1
刀刃,1
刁難,1
力盡,1
匕首,1
下地獄,1
下垂,1
下垂度,1
下流,1
下流的,1
下降,1
下陷,1
下等,1
下等的,1
下跌,1
下獄,1
下層社會,1
下暴雨,1
上當,1
上鉤,1
上癮,1
上癮者,1
久坐,1
久坐的,1
久經,1
久經世故,1
久經世故的,1
乞丐,1
乞求,1
乞討,1
乞得,1
亡命,1
亡命者,1
口吃,1
口角,1
口渴,1
口渴的,1
土匪,1
士氣低落,1
大叫,1
大叫大嚷著要求,1
大失敗,1
大吃一驚,1
大吃一驚的,1
大批出沒,1
大災難,1
大雨,1
大洪水,1
大恐慌,1
大浪,1
大破壞,1
大屠殺,1
大量殺戮,1
大量噴出,1
大傷,1
大意,1
大意的,1
大話,1
大禍,1
大錯,1
大聲,1
大聲的要求,1
大聲要求,1
大聲要求的,1
大膽,1
大膽的,1
大嚷,1
大變革,1
大變動,1
大驚小怪,1
女巫,1
子彈,1
小人,1
小心,1
小卒,1
小氣,1
小氣的,1
小偷,1
小規模戰鬥,1
小傢伙,1
小搗蛋,1
小衝突,1
小題大作,1
工作過度,1
工作過度的,1
己見,1
已過盛年,1
已過盛年的,1
干涉,1
干擾,1
干擾者,1
不一致,1
不上算的,1
不大,1
不大可能,1
不大可能之事,1
不小心,1
不小心的,1
不公平,1
不公平的,1
不公正,1
不切實際,1
不切實際的,1
不友好,1
不友好的,1
不友善,1
不友善地,1
不友善的,1
不及格,1
不太,1
不太可能的,1
不引人注意,1
不引人注意的,1
不毛,1
不毛的,1
不充分,1
不充分的,1
不充足,1
不充足的,1
不出場,1
不加,1
不加思考,1
不加思考的,1
不可,1
不可否認,1
不可否認的,1
不可抵抗,1
不可抵抗的,1
不可信,1
不可信的,1
不可信的事物,1
不可信賴,1
不可思議,1
不可思議的,1
不可能之事,1
不可能的,1
不可愛,1
不可愛的,1
不可預知,1
不可預知的,1
不可預測,1
不可預測的,1
不可靠,1
不可靠的,1
不可避免,1
不可避免的,1
不平,1
不平均,1
不平均的,1
不平坦,1
不平坦的,1
不平常,1
不平常的,1
不平等,1
不平等的,1
不平整,1
不平衡,1
不平衡的,1
不平靜,1
不平靜的,1
不必要,1
不必要的,1
不正,1
不正的,1
不正直,1
不正直的,1
不正常,1
不正常的興奮,1
不正當,1
不正當的,1
不正確,1
不正確的,1
不生育,1
不生育的,1
不休,1
不光明正大,1
不光明正大的,1
不吉利,1
不吉利的,1
不同意,1
不名譽,1
不名譽的,1
不合,1
不合宜,1
不合宜的,1
不合法,1
不合法的,1
不合時宜,1
不合時宜的,1
不合格,1
不合格的,1
不合情理之事,1
不合理,1
不合理的,1
不合規定,1
不合規定的,1
不合規格之物,1
不合意,1
不合意的,1
不合群,1
不合群的動物,1
不合標準,1
不合標準的,1
不合適,1
不合適地代表,1
不合適的,1
不合邏輯,1
不合邏輯的,1
不在乎,1
不在乎的,1
不在意,1
不在意的,1
不好,1
不如,1
不存在,1
不守,1
不守規矩,1
不守規矩的,1
不安,1
不安全,1
不安全的,1
不安定,1
不安定的,1
不安的,1
不安的狀態,1
不安寧,1
不安寧的,1
不安穩,1
不安穩的,1
不成比例,1
不成比例的,1
不成功,1
不成功的,1
不成熟,1
不成熟的,1
不自在,1
不自在的,1
不自然,1
不自然的,1
不住,1
不利,1
不利的,1
不告而別,1
不均勻,1
不均勻的,1
不均等,1
不妊,1
不妊的,1
不妥當,1
不妥當的,1
不孝,1
不完全,1
不完全的,1
不完美,1
不完美的,1
不快,1
不快樂,1
不快樂的,1
不牢固,1
不牢固的,1
不牢靠,1
不牢靠的,1
不良,1
不良的,1
不見,1
不足,1
不足之處,1
不足取,1
不足取的,1
不足的,1
不足額,1
不兩立,1
不到,1
不到案,1
不協調,1
不受感動,1
不受感動的,1
不受歡迎,1
不受歡迎的,1
不和,1
不和的,1
不和諧,1
不周到,1
不周到的,1
不坦率,1
不坦率的,1
不定,1
不定的,1
不宜,1
不宜的,1
不幸,1
不幸之事,1
不幸事件,1
不幸的,1
不幸的人,1
不忠,1
不忠的,1
不忠實,1
不忠實的,1
不易,1
不易的,1
不易瞭解,1
不易瞭解的,1
不易彎曲,1
不易彎曲的,1
不明,1
不明瞭,1
不明瞭的,1
不明確,1
不明確的,1
不服從,1
不服從的,1
不注意,1
不注意的,1
不法,1
不法行為,1
不法的,1
不直截了當,1
不直截了當的,1
不知,1
不知不覺,1
不知不覺的,1
不知所措,1
不知的,1
不知恩,1
不知羞恥,1
不知羞恥的,1
不知道,1
不知道的,1
不肯,1
不肯定,1
不肯定的,1
不肯接受,1
不肯越過障礙物,1
不近,1
不近人情,1
不近人情的,1
不長,1
不長果實,1
不長果實的,1
不信,1
不信任,1
不信任的,1
不信實,1
不信實的,1
不便,1
不便之處,1
不便的,1
不厚道,1
不厚道的,1
不恰當,1
不恰當地,1
不流行,1
不流行的,1
不流動,1
不流動的,1
不活潑,1
不活潑的,1
不為,1
不為人喜,1
不為人喜的,1
不省,1
不省人事,1
不省人事的,1
不相宜,1
不相信,1
不相容,1
不美,1
不美的,1
不耐,1
不耐煩,1
不耐煩的,1
不負責任,1
不負責任的,1
不重要,1
不重要之人,1
不重要的,1
不重視,1
不值得,1
不值得的,1
不值錢,1
不值錢的,1
不值錢的東西,1
不修邊幅,1
不准,1
不容易的,1
不屑,1
不屑做,1
不悅,1
不悅之色,1
不悅耳,1
不悅耳的,1
不留心,1
不留心的,1
不留神,1
不留神的,1
不真實,1
不真實的,1
不眠,1
不眠的,1
不純,1
不純的,1
不純潔,1
不純潔的,1
不能,1
不能決定,1
不能決定的,1
不能征服,1
不能征服的,1
不能的,1
不能肯定,1
不能信賴,1
不能信賴的,1
不能容忍,1
不能容忍的,1
不能區別,1
不能區別的,1
不能勝任,1
不能勝任的,1
不能想像,1
不能想像的,1
不能解決,1
不能解決的,1
不能解決問題,1
不能解決問題的,1
不能解釋,1
不能解釋的,1
不能說明,1
不能說明的,1
不能辨別,1
不能辨別的,1
不能壓制,1
不能壓制的,1
不能矯正,1
不能矯正的,1
不能醫治,1
不能醫治的,1
不起作用,1
不高,1
不高興,1
不高興的,1
不健全,1
不健全的,1
不健康,1
不健康的,1
不參加,1
不堅固,1
不堅固的,1
不夠,1
不夠的,1
不得人心,1
不得人心的,1
不得力,1
不得力的,1
不得已,1
不得已的,1
不得要領,1
不得要領的,1
不情願,1
不情願的,1
不清,1
不清楚,1
不清楚的,1
不理會,1
不祥,1
不祥的,1
不符,1
不習慣,1
不習慣的,1
不莊重,1
不莊重的,1
不規則,1
不規則的,1
不規則的事物,1
不許,1
不勝任,1
不勝任的,1
不喜歡,1
不尊重,1
不尋常,1
不尋常的,1
不愉快,1
不愉快的,1
不愉快的事,1
不景氣,1
不景氣的,1
不發達,1
不結果,1
不結果的,1
不結果實,1
不結果實的,1
不舒服,1
不舒服的,1
不舒適,1
不舒適的,1
不雅觀,1
不雅觀的,1
不順利,1
不順利的,1
不順當,1
不順當地,1
不新鮮,1
不新鮮的,1
不會,1
不會的,1
不經意說出,1
不經濟,1
不經濟的,1
不誠實,1
不誠實的,1
不道德,1
不道德的,1
不像,1
不像真實,1
不像真實的,1
不寧,1
不實在,1
不實在的,1
不對,1
不對頭,1
不對頭地,1
不滿,1
不滿足,1
不滿意,1
不滿意的,1
不稱心,1
不稱心地,1
不端,1
不管,1
不管怎樣,1
不管怎樣地,1
不精密,1
不精密的,1
不精確,1
不說話,1
不說話的,1
不遜,1
不遜的,1
不履行,1
不樂,1
不潔,1
不潔的,1
不潔淨,1
不潔淨的,1
不熟悉,1
不熟悉的,1
不確,1
不確定,1
不確定的,1
不確的,1
不確信,1
不確實,1
不確實的,1
不調和,1
不調和的,1
不適,1
不適任,1
不適任的,1
不適時,1
不適時的,1
不適當,1
不適當的,1
不適應環境,1
不適應環境的,1
不整齊,1
不整齊的,1
不親切,1
不親切的,1
不懂事,1
不懂事的,1
不檢,1
不講道理,1
不講道理的,1
不賺錢,1
不賺錢的,1
不斷,1
不斷引起苦惱,1
不斷地找..的岔子,1
不斷嘮叨,1
不斷騷擾,1
不禮貌,1
不謹慎,1
不謹慎的,1
不穩,1
不穩固,1
不穩固的,1
不穩定,1
不穩定的,1
不識,1
不識字,1
不識字的,1
不贊同,1
不贊成,1
不關,1
不關心,1
不關心的,1
不關緊要之事,1
不願意,1
不願意的,1
不嚴密,1
不覺,1
不顧,1
不顧一切,1
不顧一切地,1
不顧後果,1
不顧後果的,1
不聽話,1
不聽話的,1
不體面,1
不體面的,1
中止,1
中傷,1
中傷性,1
中傷性的,1
中傷者,1
中斷,1
互撞,1
仇恨,1
仇敵,1
介意,1
內疚,1
內情,1
公憤,1
冗長,1
冗長乏味,1
冗長乏味的,1
冗長的,1
冗語,1
冗餘,1
凶兆,1
分心,1
分心的事物,1
分歧,1
分泌毒液,1
分泌毒液的,1
分割,1
分裂,1
分裂的,1
分開,1
分隔,1
分離,1
分離的,1
切斷,1
勾引,1
勾結,1
化膿,1
厄運,1
反托拉斯,1
反托拉斯的,1
反作用,1
反抗,1
反抗的,1
反衝,1
反衝的,1
反社會,1
反叛,1
反叛者,1
反動,1
反動分子,1
反動主義,1
反動主義的,1
反動主義者,1
反動的,1
反動派,1
反常,1
反常的,1
反常現象,1
反覆,1
反覆告訴,1
反覆無常,1
反感,1
反話,1
反對,1
反對..提案,1
反對改革,1
反對改革的,1
反對的,1
反對者,1
反駁,1
反駁的,1
反衝,1
反諷,1
反覆,1
反覆無常,1
反覆無常的,1
反壟斷,1
反壟斷的,1
反證,1
太過,1
太過自信,1
太過自信的,1
太遲,1
太遲的,1
少給,1
巴掌,1
巴結,1
幻想,1
引起不舒服,1
引起死亡,1
引起疼痛,1
引起緊張,1
引起緊張的,1
引起嘲笑,1
引起嘲笑的,1
引起震驚,1
引起震驚的事件,1
引誘,1
心甘情願,1
心地不好,1
心地不好的,1
心神不安,1
心神不安的,1
心神不定,1
心情不穩,1
心情不穩的,1
心情浮動,1
心情浮動的,1
心眼壞,1
心眼壞的,1
心智衰弱,1
心虛,1
心虛的,1
心慌,1
支付利息,1
支吾,1
支配,1
文盲,1
木棍,1
欠缺,1
欠缺的,1
